stage,bounds,benchmark,engine,kind,unit,main_median,branch_median,absolute_increase,increase_percent,p,unadjusted_p_below_005,samples_each,benchtime,note
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.extend_high_s,wazero,raw batch counter,allocs/op,609.5,613,3.5,0.5742411812961423,0.13203463203463203,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_v128.bitselect,wazero,raw batch counter,allocs/op,608,611.5,3.5,0.5756578947368363,0.6645021645021645,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.clz,wazero,raw batch counter,allocs/op,150,153,3,2.0000000000000018,0.045454545454545456,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.floor,wazero,raw batch counter,allocs/op,811.5,814.5,3,0.3696857670979714,0.11904761904761904,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.pmin,wazero,raw batch counter,allocs/op,537,540,3,0.5586592178770999,0.44805194805194803,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.gt_u,wazero,raw batch counter,allocs/op,407,410,3,0.7371007371007376,0.3528138528138528,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.lt_s,wazero,raw batch counter,allocs/op,954.5,957.5,3,0.3143006809848137,0.961038961038961,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.narrow_i32x4_u,wazero,raw batch counter,allocs/op,614,617,3,0.48859934853420217,0.670995670995671,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s,wazero,raw batch counter,allocs/op,610.5,613.5,3,0.49140049140048436,0.7186147186147186,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.extend_high_s,wazero,raw batch counter,allocs/op,612,615,3,0.4901960784313708,0.2878787878787879,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.avgr_u,wazero,raw batch counter,allocs/op,610,613,3,0.4918032786885185,0.6796536796536796,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.lt_s,wazero,raw batch counter,allocs/op,950,953,3,0.3157894736842026,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_reduce.i64x2_bitmask,wazero,raw batch counter,allocs/op,1512,1515,3,0.1984126984126977,0.7857142857142857,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_v128.xor,wazero,raw batch counter,allocs/op,1219,1222,3,0.24610336341264194,0.9826839826839827,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/qoi.qoi_decode_run,wazero,raw batch counter,allocs/op,154.5,157.5,3,1.9417475728155331,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_bulk_mem.fill_256,wazero,raw batch counter,allocs/op,369.5,372,2.5,0.6765899864682012,0.8679653679653679,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_mem.load_i32,wazero,raw batch counter,allocs/op,215,217.5,2.5,1.1627906976744207,0.3333333333333333,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_mem.store_i32_stride,wazero,raw batch counter,allocs/op,214.5,217,2.5,1.1655011655011593,0.30735930735930733,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.eq,wazero,raw batch counter,allocs/op,611,613.5,2.5,0.40916530278232166,0.5670995670995671,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.le,wazero,raw batch counter,allocs/op,611.5,614,2.5,0.40883074407196407,0.6601731601731602,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.lt,wazero,raw batch counter,allocs/op,614,616.5,2.5,0.4071661237784907,0.37445887445887444,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.ne,wazero,raw batch counter,allocs/op,608,610.5,2.5,0.41118421052630527,0.2878787878787879,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.convert_low_i32x4_s,wazero,raw batch counter,allocs/op,809.5,812,2.5,0.30883261272389717,0.2813852813852814,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.extmul_low_s,wazero,raw batch counter,allocs/op,245,247.5,2.5,1.0204081632652962,0.05844155844155844,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.shl,wazero,raw batch counter,allocs/op,927.5,930,2.5,0.26954177897573484,0.8181818181818182,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extadd_pairwise_u,wazero,raw batch counter,allocs/op,461,463.5,2.5,0.5422993492407713,0.8506493506493507,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extend_low_s,wazero,raw batch counter,allocs/op,1216.5,1219,2.5,0.2055076037813297,0.79004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.le_s,wazero,raw batch counter,allocs/op,537,539.5,2.5,0.4655493482309092,0.21645021645021645,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.lt_s,wazero,raw batch counter,allocs/op,951.5,954,2.5,0.26274303730950965,0.3593073593073593,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.lt_s,wazero,raw batch counter,allocs/op,954,956.5,2.5,0.2620545073375169,0.4134199134199134,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.mul,wazero,raw batch counter,allocs/op,408,410.5,2.5,0.6127450980392135,0.30303030303030304,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.le_s,wazero,raw batch counter,allocs/op,406.5,409,2.5,0.6150061500614923,0.6103896103896104,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.shl,wazero,raw batch counter,allocs/op,925.5,928,2.5,0.27012425715828847,0.7337662337662337,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.abs,wazero,raw batch counter,allocs/op,1194.5,1197,2.5,0.20929259104227604,0.5086580086580087,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.popcnt,wazero,raw batch counter,allocs/op,435.5,438,2.5,0.574052812858783,0.9805194805194806,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.sub_sat_s,wazero,raw batch counter,allocs/op,616,618.5,2.5,0.40584415584414835,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_bulk_mem.fill_4096,wazero,raw batch counter,allocs/op,155,157,2,1.2903225806451646,0.47186147186147187,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_i64.or,wazero,raw batch counter,allocs/op,152,154,2,1.3157894736842035,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_mem.load_f64,wazero,raw batch counter,allocs/op,202,204,2,0.990099009900991,0.21212121212121213,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.min,wazero,raw batch counter,allocs/op,203,205,2,0.9852216748768461,0.44805194805194803,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.mul,wazero,raw batch counter,allocs/op,408,410,2,0.4901960784313708,0.5562770562770563,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.pmin,wazero,raw batch counter,allocs/op,536.5,538.5,2,0.37278657968313755,0.79004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.abs,wazero,raw batch counter,allocs/op,1219,1221,2,0.1640689089417613,0.9047619047619048,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i16x8.eq,wazero,raw batch counter,allocs/op,1196.5,1198.5,2,0.16715419974926427,0.9372294372294372,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.lt_u,wazero,raw batch counter,allocs/op,372,374,2,0.5376344086021501,0.31385281385281383,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.extmul_high_s,wazero,raw batch counter,allocs/op,174.5,176.5,2,1.1461318051575908,0.2077922077922078,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extmul_low_u,wazero,raw batch counter,allocs/op,244.5,246.5,2,0.8179959100204526,0.16017316017316016,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i64x2.eq,wazero,raw batch counter,allocs/op,609.5,611.5,2,0.3281378178835004,0.8593073593073594,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.min_u,wazero,raw batch counter,allocs/op,1220,1222,2,0.16393442622950616,0.8398268398268398,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/json-as.deserializeN,wazero,raw batch counter,allocs/op,34,36,2,5.882352941176472,0.032467532467532464,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/qoi.qoi_encode_run,wazero,raw batch counter,allocs/op,162.5,164.5,2,1.2307692307692353,0.12121212121212122,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/zlib.zlib_inflate_run,wazero,raw batch counter,allocs/op,121.5,123.5,2,1.6460905349794164,0.7164502164502164,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/crc32.hashN,wazero,raw batch counter,allocs/op,97.5,99,1.5,1.538461538461533,0.5,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/crc32.hashN,wazero,raw batch counter,allocs/op,97,98.5,1.5,1.546391752577314,0.16233766233766234,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_ctl.br_if,wazero,raw batch counter,allocs/op,152.5,154,1.5,0.9836065573770592,0.5346320346320347,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_ctl.select,wazero,raw batch counter,allocs/op,100,101.5,1.5,1.4999999999999902,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f64.max,wazero,raw batch counter,allocs/op,105.5,107,1.5,1.4218009478673022,0.23160173160173161,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i32.popcnt,wazero,raw batch counter,allocs/op,151,152.5,1.5,0.9933774834437026,0.24675324675324675,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i32.rotl,wazero,raw batch counter,allocs/op,74.5,76,1.5,2.0134228187919545,0.5757575757575758,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.rotl,wazero,raw batch counter,allocs/op,149,150.5,1.5,1.0067114093959662,0.5064935064935064,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_i64.shl,wazero,raw batch counter,allocs/op,149.5,151,1.5,1.0033444816053505,0.6147186147186147,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_mem.load_i64,wazero,raw batch counter,allocs/op,218.5,220,1.5,0.6864988558352492,0.4199134199134199,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.le_u,wazero,raw batch counter,allocs/op,539.5,541,1.5,0.2780352177942591,0.935064935064935,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.sub_sat_s,wazero,raw batch counter,allocs/op,611.5,613,1.5,0.24529844644316512,0.551948051948052,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.abs,wazero,raw batch counter,allocs/op,1221.5,1223,1.5,0.12279983626688473,0.5043290043290043,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.lt_u,wazero,raw batch counter,allocs/op,373.5,375,1.5,0.40160642570281624,0.6645021645021645,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.ne,wazero,raw batch counter,allocs/op,612.5,614,1.5,0.2448979591836764,0.9718614718614719,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.eq,wazero,raw batch counter,allocs/op,610,611.5,1.5,0.24590163934425924,0.9783549783549783,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.add,wazero,raw batch counter,allocs/op,1226.5,1228,1.5,0.12229922543824934,0.3398268398268398,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.swizzle,wazero,raw batch counter,allocs/op,306,307.5,1.5,0.4901960784313708,0.3484848484848485,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/linked_list.sum,wazero,raw batch counter,allocs/op,199,200.5,1.5,0.7537688442211143,0.7857142857142857,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/utf-as-simd.convertN,wazero,raw batch counter,allocs/op,30.5,32,1.5,4.918032786885251,0.032467532467532464,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_ctl.br_if,wazero,raw batch counter,allocs/op,152,153,1,0.6578947368421018,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_ctl.loop_baseline,wazero,raw batch counter,allocs/op,304,305,1,0.328947368421062,0.7402597402597403,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_cvt.reinterpret_f64,wazero,raw batch counter,allocs/op,34,35,1,2.941176470588225,0.06060606060606061,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f32.ceil,wazero,raw batch counter,allocs/op,48.5,49.5,1,2.0618556701030855,0.12987012987012986,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f64.floor,wazero,raw batch counter,allocs/op,50,51,1,2.0000000000000018,0.30952380952380953,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f64.min,wazero,raw batch counter,allocs/op,106,107,1,0.9433962264151052,0.9264069264069265,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i32.div_u,wazero,raw batch counter,allocs/op,13,14,1,7.692307692307687,0.1774891774891775,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.and,wazero,raw batch counter,allocs/op,153,154,1,0.6535947712418277,0.045454545454545456,true,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.popcnt,wazero,raw batch counter,allocs/op,151.5,152.5,1,0.660066006600668,0.1406926406926407,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_i64.rotr,wazero,raw batch counter,allocs/op,148.5,149.5,1,0.6734006734006703,0.474025974025974,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_i64.sub,wazero,raw batch counter,allocs/op,153.5,154.5,1,0.6514657980456029,0.8614718614718615,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f32x4.convert_i32x4_u,wazero,raw batch counter,allocs/op,175,176,1,0.5714285714285783,0.577922077922078,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f32x4.ne,wazero,raw batch counter,allocs/op,612.5,613.5,1,0.16326530612245094,0.683982683982684,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.abs,wazero,raw batch counter,allocs/op,1548.5,1549.5,1,0.06457862447530882,0.9004329004329005,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_f64x2.mul,wazero,raw batch counter,allocs/op,408,409,1,0.2450980392156854,0.6212121212121212,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_f64x2.trunc,wazero,raw batch counter,allocs/op,818.5,819.5,1,0.12217470983506562,0.9696969696969697,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.extmul_high_s,wazero,raw batch counter,allocs/op,174.5,175.5,1,0.5730659025787954,0.38095238095238093,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i16x8.le_s,wazero,raw batch counter,allocs/op,533.5,534.5,1,0.18744142455482393,0.9805194805194806,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.extend_low_u,wazero,raw batch counter,allocs/op,1221,1222,1,0.08190008190007703,0.5367965367965368,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.ge_u,wazero,raw batch counter,allocs/op,610.5,611.5,1,0.16380016380015405,0.9718614718614719,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i32x4.min_s,wazero,raw batch counter,allocs/op,1220.5,1221.5,1,0.08193363375665896,0.9805194805194806,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i32x4.shr_s,wazero,raw batch counter,allocs/op,925.5,926.5,1,0.10804970286331095,0.7316017316017316,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i64x2.extmul_low_u,wazero,raw batch counter,allocs/op,134,135,1,0.746268656716409,0.6428571428571429,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_simd_i8x16.avgr_u,wazero,raw batch counter,allocs/op,613,614,1,0.16313213703098572,0.9242424242424242,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_i8x16.lt_u,wazero,raw batch counter,allocs/op,372,373,1,0.26881720430107503,0.7770562770562771,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_simd_v128.and,wazero,raw batch counter,allocs/op,1215.5,1216.5,1,0.08227067050596837,0.7316017316017316,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_var.global_getset,wazero,raw batch counter,allocs/op,303,304,1,0.3300330033003229,0.9718614718614719,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_var.local_getset,wazero,raw batch counter,allocs/op,152,153,1,0.6578947368421018,0.5151515151515151,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/json-as-simd.deserializeN,wazero,raw batch counter,allocs/op,27,28,1,3.703703703703698,0.33116883116883117,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/json-as-simd.deserializeN,wazero,raw batch counter,allocs/op,28,29,1,3.571428571428581,0.10606060606060606,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/mandelbrot.render,wazero,raw batch counter,allocs/op,8,9,1,12.5,0.5670995670995671,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/sieve.count,wazero,raw batch counter,allocs/op,17,18,1,5.882352941176472,0.19696969696969696,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/float.run,wazero,raw batch counter,allocs/op,554.5,555,0.5,0.0901713255184955,0.829004329004329,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_bulk_mem.copy_back_4096,wazero,raw batch counter,allocs/op,210.5,211,0.5,0.23752969121140222,0.6948051948051948,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_ctl.if_else,wazero,raw batch counter,allocs/op,212,212.5,0.5,0.2358490566037652,0.35064935064935066,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_cvt.f64_convert_s,wazero,raw batch counter,allocs/op,23.5,24,0.5,2.127659574468077,0.42424242424242425,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_cvt.f64_convert_s,wazero,raw batch counter,allocs/op,23.5,24,0.5,2.127659574468077,0.42424242424242425,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_cvt.i64_extend_s,wazero,raw batch counter,allocs/op,153.5,154,0.5,0.32573289902280145,0.3398268398268398,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_cvt.i64_extend_s,wazero,raw batch counter,allocs/op,152.5,153,0.5,0.3278688524590123,0.20562770562770563,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_cvt.promote_demote,wazero,raw batch counter,allocs/op,16.5,17,0.5,3.0303030303030276,0.696969696969697,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f32.floor,wazero,raw batch counter,allocs/op,48.5,49,0.5,1.0309278350515427,0.45454545454545453,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f32.mul,wazero,raw batch counter,allocs/op,50.5,51,0.5,0.990099009900991,0.6233766233766234,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f32.nearest,wazero,raw batch counter,allocs/op,49.5,50,0.5,1.0101010101010166,0.696969696969697,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f32.nearest,wazero,raw batch counter,allocs/op,49,49.5,0.5,1.0204081632652962,0.512987012987013,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f32.neg,wazero,raw batch counter,allocs/op,51.5,52,0.5,0.9708737864077666,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f32.trunc,wazero,raw batch counter,allocs/op,49,49.5,0.5,1.0204081632652962,1,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f32.trunc,wazero,raw batch counter,allocs/op,49,49.5,0.5,1.0204081632652962,0.8917748917748918,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f64.abs,wazero,raw batch counter,allocs/op,51,51.5,0.5,0.9803921568627416,0.23160173160173161,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f64.mul,wazero,raw batch counter,allocs/op,51.5,52,0.5,0.9708737864077666,0.18181818181818182,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,signals,BenchmarkWazeroExec/isa_f64.nearest,wazero,raw batch counter,allocs/op,50.5,51,0.5,0.990099009900991,0.5454545454545454,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
full screen,explicit,BenchmarkWazeroExec/isa_f64.sqrt,wazero,raw batch counter,allocs/op,12,12.5,0.5,4.166666666666674,0.5454545454545454,false,6,100ms,Not a per-call regression; batch size can differ. See B/call and allocs/call.
